body part,percentage
senses,3.571428571428571
heart,25.0
tears,14.285714285714285
eyes,7.142857142857142
wound,3.571428571428571
breast,3.571428571428571
womb,3.571428571428571
arms,3.571428571428571
varia,3.571428571428571
body,3.571428571428571
blood,3.571428571428571
hands,10.714285714285714
soul,7.142857142857142
face,3.571428571428571
head,3.571428571428571
