body part,percentage
face,6.451612903225806
limbs,3.225806451612903
heart,38.70967741935484
blood,9.67741935483871
tears,9.67741935483871
mind,6.451612903225806
spirit,3.225806451612903
hands,6.451612903225806
arms,6.451612903225806
soul,3.225806451612903
breast,3.225806451612903
legs,3.225806451612903
