,filename,genre,author,title,anger,sadness,despair,desire,love,joy,disgust,posSentiments,fear,compassion,prideHonour,termcount
19,bred001gria01_01.xml,senecaans_scaligeriaans,G.A. Bredero,Griane,5.991170906033214,6.867073085277837,1.7868404456590288,3.118211758110854,6.4816761264102025,6.832036998108052,1.997056968677738,2.9780674094317146,6.166351341882138,0.9810104407539766,1.2963352252820404,28542
20,bred001luce01_01.xml,senecaans_scaligeriaans,G.A. Bredero,Lucelle,3.1633751455372248,2.9656641989411483,1.1862656795764592,1.8892379341402867,3.580764921684497,3.536829155774258,0.8347795522945454,1.4498802750378945,2.724017486434832,0.30755036137167463,0.856747435249665,45521
21,bred001rodd01_01.xml,senecaans_scaligeriaans,G.A. Bredero,Rodd'rick ende Alphonsus,6.40753464314664,7.797120469371213,2.007179526768827,3.975759447253638,8.067317713359325,9.148106689311769,1.7755818890647317,2.6247732273130815,6.021538580306481,0.7333925193963021,1.3123866136565407,25907
22,cost001rako01_ithys.xml,senecaans_scaligeriaans,Samuel Coster,Ithys,6.589028501379099,6.28256205945449,1.0726325467361324,3.626519562774543,6.435795280416794,5.618551435284503,1.43017672898151,2.0941873531514967,5.107774032076821,0.8172438451322913,1.225865767698437,19578
23,hoof001achi01_01.xml,senecaans_scaligeriaans,P.C. Hooft,Achilles en Polyxena,1.8285249898415277,3.8602194229987807,0.6603006907761073,1.8285249898415277,3.1999187322226734,1.219016659894352,0.05079236082893133,0.4063388866314506,1.8285249898415277,0.2031694433157253,0.152377082486794,19688
24,cost001rako01_polyxena.xml,senecaans_scaligeriaans,Samuel Coster,Polyxena,7.116841796793235,6.823795369866455,1.4652321346339015,3.6840122242223803,4.64687905555323,5.735337212709842,0.9628668313308494,2.5118265165152596,5.693473437434588,1.3396408088081384,2.469962741240005,23887
25,hoof001thes01_01.xml,senecaans_scaligeriaans,P.C. Hooft,Theseus en Ariadne,3.4117305458768876,5.952380952380952,0.7259001161440186,3.2665505226480835,3.7746806039488967,5.371660859465738,0.7259001161440186,2.3228803716608595,4.645760743321719,1.3066202090592336,0.508130081300813,13776
26,cost001rako01_iphigenia.xml,senecaans_scaligeriaans,Samuel Coster,Iphigenia,3.0652535328345802,2.9613466334164587,0.5714879467996675,2.2339983374896093,2.701579384871155,2.9613466334164587,0.5714879467996675,1.2468827930174564,2.1820448877805485,0.6234413965087282,1.142975893599335,19248
27,bran002vein02_01.xml,gruwel_en_spektakeltoneel,Geeraardt Brandt de jonge,De veinzende Torquatus,8.645894244424024,7.559936513240331,2.5895915128226545,3.1743379834600285,6.975190042602957,5.596859076100577,1.9630774371397541,3.132570378414502,6.891654832511904,0.7100492857739537,1.0024225210926405,23942
28,vos_002mede03_01.xml,gruwel_en_spektakeltoneel,Jan Vos,Medea,9.275673001607784,7.0495114812219155,1.9375850270025148,3.5865935606216763,6.472358494455209,5.524178587624191,1.360432040235808,2.6796388671311377,5.812755081007545,0.989405120171497,2.5147380137692212,24257
29,zeer001eers01_01.xml,gruwel_en_spektakeltoneel,Pieter Zeerijp,D'eersuchtige wraak & Thiëstes en Anticlia [Alleen D'eersuchtige wraak],6.543603829220018,5.129862261178657,1.7772751141091407,2.827483136082724,7.149493072666316,5.654966272165448,1.413741568041362,2.1004160439471664,5.129862261178657,0.6866744759058044,1.413741568041362,24757
30,berg038donj02_01.xml,gruwel_en_spektakeltoneel,Adriaen Bergh,Don Jeronimo maerschalk van Spanjen,9.819532908704883,7.6963906581740975,3.715498938428875,5.307855626326964,8.227176220806793,7.961783439490445,2.3885350318471334,3.4501061571125264,8.757961783439491,1.8577494692144374,1.8577494692144374,3768
31,vos_002aran03_01.xml,gruwel_en_spektakeltoneel,Jan Vos,Aran en Titus of wraek en weerwraek,9.963547995139733,5.710814094775213,1.4985824220332118,3.280680437424058,5.184285135682463,4.81976508707979,1.6200891049007695,1.903604698258404,5.467800729040097,1.012555690562981,1.2960712839206157,24690
32,meij001verl01_01.xml,gruwel_en_spektakeltoneel,Lodewijk Meyer,Verloofde koninksbruidt,2.4667849569394558,1.2983078720733978,0.7789847232440386,0.7789847232440386,3.8083697580819664,0.6924308651058121,0.519323148829359,0.043276929069113255,1.168477084866058,0.2596615744146795,0.08655385813822651,23107
33,asse001open01_01.xml,gruwel_en_spektakeltoneel,Thomas Asselijn,Op- en ondergang van Mas Anjello of Napelse beroerte,7.557399268903767,4.641228898837639,1.150039019181008,2.628660615270875,3.9429909229063127,5.010884297860105,1.3964759518626524,2.135786749907586,4.353719144042387,1.0268205528401857,2.628660615270875,24347
34,bont001bele02_01.xml,gruwel_en_spektakeltoneel,Reinier Bont,Beleg en ontset der stadt Leyden,4.496821212591099,4.884478213676539,1.0854396030392308,2.0933478058613737,3.488913009768956,4.419289812374012,0.9303768026050551,1.0854396030392308,4.7294154132423625,0.5427198015196154,0.46518840130252753,12898
35,kalb001muli01_01.xml,gruwel_en_spektakeltoneel,Dirk Kalbergen,Muliassus de Turk,12.949868912369904,12.15539842694844,6.276316834829586,6.514657980456026,14.062127591959959,11.360927941526972,4.131246524191627,4.131246524191627,12.075951378406293,2.6217526018908397,2.1450703106379594,12587
