body part,percentage
tears,7.6923076923076925
hands,3.8461538461538463
eyes,11.538461538461538
head,3.8461538461538463
heart,15.384615384615385
spirit,3.8461538461538463
ears,3.8461538461538463
soul,19.230769230769234
senses,3.8461538461538463
arms,3.8461538461538463
breast,3.8461538461538463
bile,3.8461538461538463
voice,3.8461538461538463
mind,7.6923076923076925
body,3.8461538461538463
