genre,anger,sadness,despair,desire,love,joy,disgust,posSentiments,fear,compassion,prideHonour,termcount
gruwel_en_spektakeltoneel,7.9687918144334065,6.236214268902914,2.3121459105211404,3.354733540971974,6.590100472103437,5.671231708814151,1.74703306773928,2.295787327896811,6.043066411970533,1.078598730254888,1.4900217823764292,19372.555555555555
senecaans_scaligeriaans,4.7560724613988095,5.356596516274043,1.166164247056014,2.880898429721644,4.961309949555718,5.048046339253733,1.08525230642476,1.9342358097094747,4.286782050423949,0.7998568612954556,1.1340089620835412,24300.444444444445
spaans,7.413342665957576,5.768194452148424,1.583542186038803,3.283651318405154,7.760969020367657,6.16127535833107,1.5375502264692584,2.4190788234892526,6.194654459819773,0.9247272062247228,1.5390266827002992,20412.88888888889
vondels_toneel,4.130913952177124,3.7511128116706507,0.9821359345175539,1.1519482604157112,2.2661031598034986,3.2335974536058694,0.7460717031188184,1.2030854498902872,3.0968037686274092,0.5794121314257111,1.0713405925540267,20859.444444444445
