genre,negative,positive,termcount
gruwel_en_spektakeltoneel,15.892436574777456,13.177564850985497,19372.555555555555
senecaans_scaligeriaans,11.651296076050855,11.334462739832036,24300.444444444445
spaans,15.700195353507764,15.150903248750588,20412.88888888889
vondels_toneel,9.659349836336508,6.893171084516135,20859.444444444445
