body part,percentage
heart,25.0
blood,8.333333333333332
neck,8.333333333333332
limbs,8.333333333333332
head,8.333333333333332
mind,8.333333333333332
varia,8.333333333333332
hair,8.333333333333332
soul,8.333333333333332
body,8.333333333333332
