genre,soul,heart,tears,eyes,spirit,hands,blood,body,breath,wound,senses,face,mind,arms,limbs,breast,head,varia,ears,legs,sweat,mouth,cheeks,termcount,tongue,hair,bile,stomach,conscience,throat,voice,knees,neck,brain,veins,lips,tooth,womb,jaws,phlegm,marrow,bones,shins,intestines,wrists,feet,longs,horns,shoulder
gruwel_en_spektakeltoneel,0.7055612773680584,1.350404209108643,0.42280987594843533,0.44021298813583953,0.22049682093769044,0.5193723057710034,0.5195257329071099,0.21405794302394446,0.15506280043417583,0.11394575629936939,0.21960542454659163,0.24267226043250684,0.2967543042319167,0.10826557590599407,0.13215527125270332,0.45630693361186747,0.2304624500991208,0.1375479918259349,0.15556237441273846,0.05414662230938413,0.07141458331724367,0.13264416699870768,0.11253686907255837,19372.555555555555,0.15353122947834,0.1527039652502193,0.08289333668451622,,,0.12195152825720686,0.10641199649290416,0.04122521334047904,0.07169938417691248,0.2653927813163482,0.041692993769409555,0.12292540387186363,0.10225680132329185,0.06722557237588805,0.04080891478511612,,,0.040787524868063335,,0.04116501533617498,,,,,0.04176760504552669
senecaans_scaligeriaans,0.6619119581734841,1.3203969852968873,0.14684702161687677,0.23775721275527475,0.1034194447180529,0.15458282431124565,0.08390136184946662,0.279465042990892,,0.07322736604483385,0.253944585121719,0.1013083564612311,0.17718663118924263,0.0755952059942805,0.14489069082499315,0.20751548890847432,0.13550220736571023,0.08949663668282908,0.08410118517842743,0.039485926540012053,,0.03191582911518697,0.06557112507035263,24300.444444444445,0.05388803224450627,0.0727418821682305,0.021967882955119613,,,0.04686248349527726,0.031867858802973464,0.05079236082893133,0.06261045608481812,,,,0.03503608716978488,0.03844993122251961,,,0.04433213636565146,,,0.04433213636565146,,0.04433213636565146,0.04433213636565146,0.03503608716978488,
spaans,1.4440418549166094,1.5048187876842496,0.24149523276671964,0.4893686417436669,0.1412325164365145,0.36855170500294354,0.29003548398385,0.12943196439721413,0.04012841091492777,0.11364215966475351,0.23573640510015334,0.2504629568142542,0.3396871422799699,0.20017329256188865,0.07903620234082384,0.30570872732960797,0.17467675706600114,0.11368852729494944,0.15389352382501026,0.04012841091492777,0.04012841091492777,0.07807790188917492,0.08025682182985554,20412.88888888889,0.1284771046005977,0.07330762896402677,0.0594883997620464,0.04276977032633335,0.04276977032633335,0.04276977032633335,0.08166984895705115,0.04834654805646876,0.09017132551848513,0.09017132551848513,0.055561729081009,0.055561729081009,0.05004904812476416,0.044652824291136414,,,,,,,,,,,
vondels_toneel,0.3357096823412337,0.972489408796723,0.3057306842896214,0.33913405194378127,0.09730670595898093,0.28340602493295103,0.21145037690822624,0.1423105128941613,0.04364715638776134,0.10280197050991757,0.08221985177342221,0.2688737677167167,0.2092449191987562,0.0674256910078399,0.10015571225087154,0.22901046766009067,0.2438590509858978,0.17622081224033423,0.11213212156871359,0.06952935379630715,0.07577801703710753,0.08402029280704071,0.10225893676032324,20859.444444444445,0.06476262537473773,0.11789683823861072,,,0.047520537479895,0.13461178254465986,0.051855552773535984,,0.09389516296660835,0.053149131822702714,,0.04720031399520766,0.05500503364494286,0.08112539514984297,0.05366134174158631,0.05319997872000851,0.04268880803895739,0.04268880803895739,0.041942790034393086,0.043434826043521696,0.05096580194689363,,,,
