body part,percentage
heart,25.925925925925924
spirit,3.7037037037037033
tongue,3.7037037037037033
breast,11.11111111111111
tooth,7.4074074074074066
blood,14.814814814814813
hands,11.11111111111111
face,3.7037037037037033
mind,3.7037037037037033
voice,7.4074074074074066
eyes,3.7037037037037033
wound,3.7037037037037033
