body part,percentage
tears,5.555555555555555
blood,5.555555555555555
heart,11.11111111111111
eyes,11.11111111111111
wound,5.555555555555555
mouth,11.11111111111111
soul,5.555555555555555
head,11.11111111111111
limbs,5.555555555555555
face,11.11111111111111
mind,5.555555555555555
tooth,5.555555555555555
hands,5.555555555555555
